        0.00220286    1.13031927e-02
        0.01159220    2.62457113e-02
        0.02842506    4.10526460e-02
        0.05260398    5.56146230e-02
        0.08398399    6.98425175e-02
        0.12237649    8.36504882e-02
        0.16755062    9.69554199e-02
        0.21923471    1.09677270e-01
        0.27711794    1.21739519e-01
        0.34085218    1.33069617e-01
        0.41005414    1.43599423e-01
        0.48430764    1.53265606e-01
        0.56316609    1.62010034e-01
        0.64615525    1.69780115e-01
        0.73277599    1.76529118e-01
        0.82250739    1.82216456e-01
        0.91480977    1.86807923e-01
        1.00912802    1.90275905e-01
        1.10489491    1.92599545e-01
        1.20153448    1.93764870e-01
        1.29846552    1.93764870e-01
        1.39510509    1.92599545e-01
        1.49087198    1.90275905e-01
        1.58519023    1.86807923e-01
        1.67749261    1.82216456e-01
        1.76722401    1.76529118e-01
        1.85384475    1.69780115e-01
        1.93683391    1.62010034e-01
        2.01569236    1.53265606e-01
        2.08994586    1.43599423e-01
        2.15914782    1.33069617e-01
        2.22288206    1.21739519e-01
        2.28076529    1.09677270e-01
        2.33244938    9.69554199e-02
        2.37762351    8.36504882e-02
        2.41601601    6.98425175e-02
        2.44739602    5.56146230e-02
        2.47157494    4.10526460e-02
        2.48840780    2.62457113e-02
        2.49779714    1.13031927e-02
